Symbol	Name	Sector	Industry	PE	EPS	DivYield	Shares	DPS	PEG	PtS	PtB
SPLV	S&P 500 Low Volatility Powershares			0	0	0	0	0	0	0	0
SPLX	Etracs Monthly Reset 2Xleverage			0	0	0	0	0	0	0	0
SPLZ	Direxion Daily Consumer Staples Bear 1X Shares			0	0	0	0	0	0	0	0
SPMO	Powershares S&P 500 Momentum Po			0	0	0	0	0	0	0	0
SPP	Sanchez Production Partners Llc			0	-23.25	12.22	4101091	1.7	-0.04	0.71	0
SPPP	Sprott Physical Platinum and Pa			0	0	0	0	0	0	0	0
SPUN	Market Vectors Global Spin-Off			0	0	0	0	0	0	0	0
SPUU	Direxion Daily S&P 500 Bull 2X			0	0	0	0	0	0	0	0
SPVU	Powershares S&P 500 Value Portf			0	0	0	0	0	0	0	0
SPXE	Proshares S&P 500 Ex-Energy ETF			0	0	0	0	0	0	0	0
SPXH	Velocityshares Volatility Hedge			0	0	0	0	0	0	0	0
SPXL	Direxion Daily S&P 500 Bull 3X Shares			0	0	0	0	0	0	0	0
SPXN	Proshares S&P 500 Ex-Financials			0	0	0	0	0	0	0	0
SPXS	Direxion Daily S&P 500 Bear 3X Shares			0	1.96	0	0	0	0	0	0
SPXT	Proshares S&P 500 Ex-Technology			0	0	0	0	0	0	0	0
SPXU	Ultrapro Short S&P 500 Proshares			0	0	0	0	0	0	0	0
SPXV	Proshares S&P 500 Ex-Health Car			0	0	0	0	0	0	0	0
SPY	S&P 500 Index SPDR	Finance	Closed-End Fund - Equity	0	27.45	0	0	0	0	0	0
SPYB	SPDR S&P 500 Buyback ETF			0	0	0	0	0	0	0	0
SPYD	SPDR S&P 500 High Dividend ETF			0	0	0	0	0	0	0	0
SPYG	SPDR S&P 500 Growth ETF			0	4.06	0	0	0	0	0	0
SPYV	SPDR S&P 500 Value ETF			0	3.38	0	0	0	0	0	0
SPYX	SPDR S&P 500 Fossil Fuel Free E			0	0	0	0	0	0	0	0
SRLN	SPDR Blackstone Gso Senior Loan			0	0	0	0	0	0	0	0
SRS	Ultrashort Real Estate Proshares	Medical - Nursing Homes		0	0	0	0	0	0	0	0
SRTY	Ultrapro Short Russell 2000 Proshares			0	0	0	0	0	0	0	0
SSG	Ultrashort Semiconductors Proshares			0	0	0	0	0	0	0	0
SSN	Samson Oil & Gas Ltd	Energy	Oil & Gas Production	0	-0.8	0	16087720	0	0	0.91	2.92
SSO	Ultra S&P 500 Proshares			0	0	0	0	0	0	0	0
SST	SPDR Short-Term Trsy Bond Barclays Capital			0	0	0	0	0	0	0	0
SSY	Sunlink Health Systems	Health Care	Hospital/Nursing Management	0	-1	0	9441558	0	0	0.24	0.64
STIP	0-5 Year Tips Bond Ishares			0	0	0	0	0	0	0	0
STOT	SPDR Doubleline Short Duration			0	0	0	0	0	0	0	0
STPZ	1-5 Year US Tips Index ETF Pimco			0	0	0	0	0	0	0	0
STRP	Straight Path Communications In			0	-0.99	0	12462930	0	0	655.33	35.05
STS	Supreme Industries	Capital Goods	Construction/Ag Equipment/Trucks	15.45	1.22	0.76	17089080	0.14	1.34	1.03	3
SUB	S&P S/T Natnl Amt-Free Muni Bd Ishares			0	0	0	0	0	0	0	0
SVT	Servotronics Inc	Capital Goods	Industrial Machinery/Components	11.07	0.91	2.94	2307921	0.3	0	0.61	0.88
SVXY	Short VIX Short-Term Fut ETF Proshares			0	0	0	0	0	0	0	0
SYE	SPDR MFS Systematic Core Equity			0	0	0	0	0	0	0	0
SYG	SPDR MFS Systematic Growth Equi			0	0	0	0	0	0	0	0
SYLD	Cambria Shareholder Yield ETF			0	0	0	0	0	0	0	0
SYN	Synthetic Biologics Inc			0	-0.394	0	92169100	0	0	0	0
SYRG	Synergy Resources Cp			0	-3.3	0	200908100	0	-8.95	18.26	2.09
SYV	SPDR MFS Systematic Value Equit			0	0	0	0	0	0	0	0
SZK	Ultrashort Consumer Goods Proshares			0	0	0	0	0	0	0	0
SZO	DB Crude Oil Short ETN Powershares			0	0	0	0	0	0	0	0
TAGS	Teucrium Agricultural			0	-0.18	0	0	0	0	0	0
TAN	Solar ETF Guggenheim			0	0	0	0	0	0	0	0
TAO	China Real Estate Guggenheim			0	0	0	0	0	0	0	0
TAT	Transatlantic Petroleum Ltd	Energy	Oil & Gas Production	0	-2.37	0	46869920	0	0	0.86	0.95
TBF	Short 20+ Year Treasury Proshares			0	0	0	0	0	0	0	0
TBT	Ultrashort 20+ Year Treasury Proshares			0	0	0	0	0	0	0	0
TBX	Short 7-10 Year Treasury Proshares			0	0	0	0	0	0	0	0
TBZ	Ultrashort 3-7 Year Treasury Proshares			0	0	0	0	0	0	0	0
TCHF	Ishares Edge MSCI Multifactor T			0	0	0	0	0	0	0	0
TCTL	Premise Capital Frontier Advantage Dvsfd Tct ETF			0	0	0	0	0	0	0	0
TDTF	Iboxx 5Yr Target Dur Tips ETF Flexshares			0	0	0	0	0	0	0	0
TDTT	Iboxx 3Yr Target Dur Tips ETF Flexshares			0	0	0	0	0	0	0	0
TECL	Technology Bull 3X Direxion			0	0	0	0	0	0	0	0
TECS	Technology Bear 3X Direxion			0	0	0	0	0	0	0	0
TECZ	Direxion Daily Technology Bear			0	-9.706	0	0	0	0	0	0
TEUM	Pareteum Corp			0	-0.174	0	180080100	0	0	1.3866	0
TFI	SPDR Muni Bond Barclays Capital			0	0	0	0	0	0	0	0
TFLO	Treasury Floating Rate Ishares			0	0	0	0	0	0	0	0
TGB	Taseko Mines Ltd	Basic Industries	Precious Metals	0	-0.21	0	221832200	0	0	1.73	1.21
TGC	Tengasco	Energy	Oil & Gas Production	0	-3.8	0	6098361	0	0	0.8	1.06
TGD	Timmins Gold Corp			8.4128	0.047	0	319221100	0	0	1.0508	1.0028
THD	Thailand Invest Mkt Index MSCI Ishares			0	0	0	0	0	0	0	0
THHY	Market Vectors Treasury-Hedged			0	0	0	0	0	0	0	0
THM	International Tower Hill Mines Ltd	Basic Industries	Precious Metals	0	-0.062	0	116353100	0	0	0	1.8117
THRK	SPDR Russell 3000 ETF			0	3.195	0	0	0	0	0	0
TIK	Tel-Instrument Electronics	Capital Goods	Electrical Products	13.65	0.36	0	3255102	0	0	0.74	3.09
TILT	Mstar US Mkt Factors Tilt ETF Flexshares			0	0	0	0	0	0	0	0
TIP	Tips Bond Ishares			0	1.42	0	0	0	0	0	0
TIPX	SPDR Barclays 1-10 Year Tips			0	0	0	0	0	0	0	0
TIPZ	Broad U.S. Tips Index ETF Pimco			0	0	0	0	0	0	0	0
TIS	Orchids Paper Products Company	Basic Industries	Paper	20.09	1.34	5.23	10295910	1.4	2.16	1.63	2.05
TLDH	Flexshares Currency Hedged Morn			0	0	0	0	0	0	0	0
TLEH	Flexshares Currency Hedged Morn			0	0	0	0	0	0	0	0
TLH	10-20 Year Treasury Bd Ishares			0	0	0	0	0	0	0	0
TLO	SPDR Long-Term Treasury Barclays Capital			0	0	0	0	0	0	0	0
TLTD	Flexshares Morningstar Develope			0	0	0	0	0	0	0	0
TLTE	Flexshares Morningstar Emerging			0	0	0	0	0	0	0	0
TMF	20+ Year Trsy Bull 3X Direxion			0	0	0	0	0	0	0	0
TMP	Tompkinstrustco	Finance	Major Banks	22.38	3.91	2.12	15082270	1.8	2.54	5.33	2.39
TMQ	Trilogy Metals Inc			0	-0.05	0	105500000	0	0	0	1.14
TMV	20+ Year Trsy Bear 3X Direxion			0	0	0	0	0	0	0	0
TNA	Smallcap Bull 3X Direxion			0	0	0	0	0	0	0	0
TOFR	Stock Split Index Fund ETF			0	0	0	0	0	0	0	0
TOK	Kokusai Index MSCI Ishares			0	0	0	0	0	0	0	0
TOLZ	DJ Brookfield Global Proshares			0	0	0	0	0	0	0	0
TOTL	SPDR Doubleline Total Return Ta			0	0	0	0	0	0	0	0
TPHS	Trinity Pl Hldgs Inc			0	-0.38	0	25492390	0	0	179.6	6.3
TPLM	Triangle Petroleum Corp	Energy	Oil & Gas Production	0	-0.12	0	76557380	0	-0.15	0.092	0
TPS	Ultrashort Tips Proshares	Auto - Truck Original Parts		0	2.63	0	0	0	0	0	0
TPYP	Tortoise North American Pipelin			0	0	0	0	0	0	0	0
TRSK	Velocityshares Tail Risk Hedged			0	0	0	0	0	0	0	0
TRT	Trio-Tech International	Technology	Industrial Machinery/Components	14.79	0.22	0	3511749	0	0	0.33	0.64
TRX	Tanzanian Royalty Exploration Corp			0	-0.099	0	117417000	0	0	0	1.8493
TRXC	Transenterix Inc			0	-1.1	0	115058000	0	0	106.74	1.16
TTAC	Trimtabs Float Shrink ETF			0	0	0	0	0	0	0	0
TTFS	Trimtabs Float Shrink ETF			0	0	0	0	0	0	0	0
TTT	Ultrapro Short 20+ Year Trsy Proshares			0	1.2	0	0	0	0	0	0
TUR	Turkey Invest Mkt Index MSCI Ishares			0	0	0	0	0	0	0	0
TUZ	1-3 Year US Treasury Index ETF Pimco			0	0	0	0	0	0	0	0
TWM	Ultrashort Russell 2000 Proshares			0	0	0	0	0	0	0	0
TWOK	SPDR Russell 2000 ETF			0	0	0	0	0	0	0	0
TXMD	Therapeuticsmd Inc			0	-0.44	0	196551700	0	0	56	7.84
TYBS	20+ Year Trsy Bear 1X Direxion			0	0	0	0	0	0	0	0
TYD	7-10 Yr Trsy Bull 3X Direxion			0	0	0	0	0	0	0	0
TYNS	7-10 Yr Trsy Bear 1X Direxion			0	0	0	0	0	0	0	0
TYO	7-10 Yr Trsy Bear 3X Direxion			0	0	0	0	0	0	0	0
TZA	Smallcap Bear 3X Direxion			0	0.27	0	0	0	0	0	0
UAG	CMCI Agriculture TR ETN UBS E-Tracs			0	0	0	0	0	0	0	0
UAMY	U S Antimony Corp			0	-0.03	0	66866670	0	0	2.42	2.63
UBC	CMCI Livestock TR ETN UBS E-Tracs			0	0	0	0	0	0	0	0
UBG	CMCI Gold TR ETN UBS E-Tracs			0	0	0	0	0	0	0	0
UBM	CMCI Industrial Mtls TR ETN UBS E-Tracs			0	0	0	0	0	0	0	0
UBN	CMCI Energy TR ETN UBS E-Tracs			0	0	0	0	0	0	0	0
UBR	Ultra MSCI Brazil Proshares			0	0	0	0	0	0	0	0
UBT	Ultra 20+ Year Treasury Proshares			0	0	0	0	0	0	0	0
UCC	Ultra Consumer Services Proshares			0	0	0	0	0	0	0	0
UCI	CMCI TR ETN UBS E-Tracs			0	0	0	0	0	0	0	0
UCIB	Etracs UBS Bloomberg Constant M			0	0	0	0	0	0	0	0
UCO	Ultra DJ-UBS Crude Oil Proshares			0	0	0	0	0	0	0	0
UDN	DB US Dollar Index Bearish Powershares			0	0	0	0	0	0	0	0
UDOW	Ultrapro DOW 30 Proshares			0	0	0	0	0	0	0	0
UEC	Uranium Energy	Basic Industries	Precious Metals	0	-0.15	0	117583800	0	0	0	7.3
UFAB	Unique Fabricating Inc			20.8	0.6	4.81	9715655	0.6	0.69	0.75	2.44
UGA	US Gasoline			0	0	0	0	0	0	0	0
UGAZ	3X Long Natural Gas ETN Velocityshares			0	0	0	0	0	0	0	0
UGE	Ultra Consumer Goods Proshares			0	0	0	0	0	0	0	0
UGL	Ultra Gold Proshares			0	0	0	0	0	0	0	0
UHN	US Heating Oil			0	0	0	0	0	0	0	0
UJB	Ultra High Yield Proshares			0	0	0	0	0	0	0	0
ULE	Ultra Euro Proshares			0	0	0	0	0	0	0	0
ULST	SPDR SSGA Ultra Short Term Bond			0	0	0	0	0	0	0	0
UMDD	Ultrapro Midcap 400 Proshares			0	0	0	0	0	0	0	0
UMX	Ultra MSCI Mexico Proshares			0	0	0	0	0	0	0	0
UNG	US Natural Gas Fund			0	-1.91	0	0	0	0	0	0
UNL	US 12 Month Natural Gas			0	0	0	0	0	0	0	0
UOP	Proshares Ultra Oil & Gas Explo			0	0	0	0	0	0	0	0
UPRO	Ultrapro S&P 500 Proshares			0	0	0	0	0	0	0	0
UPV	Ultra FTSE Europe Proshares			0	0	0	0	0	0	0	0
UPW	Ultra Utilities Proshares			0	0	0	0	0	0	0	0
UQM	Uqm Technologies Inc	Capital Goods	Industrial Machinery/Components	0	-0.14	0	48541670	0	-0.14	4.22	1.26
URA	G-X Uranium ETF			0	0	0	0	0	0	0	0
URE	Ultra Real Estate Proshares			0	-0.16	0	0	0	0	0	0
URG	Ur Energy Inc	Basic Industries	Precious Metals	0	-0.018	0	143608700	0	0	3.8709	3.1608
URR	Euro Double Long ETN Market Vectors			0	0	0	0	0	0	0	0
URTH	World Index MSCI Ishares			0	0	0	0	0	0	0	0
URTY	Ultrapro Russell 2000 Proshares			0	0	0	0	0	0	0	0
USAG	US Agriculture Index			0	0	0	0	0	0	0	0
USAS	Americas Silver Corp.			0	-0.34	0	39516520	0	0	2.33	1.48
USCI	US Commodity Index			0	0	0	0	0	0	0	0
USD	Ultra Semiconductors Proshares			0	0	0	0	0	0	0	0
USDU	Wisdomtree Bloomberg USD Bullish			0	0	0	0	0	0	0	0
USFR	Wisdomtree Bloomberg Floating R			0	0	0	0	0	0	0	0
USL	US 12 Month Oil	Pollution Control		0	0	0	0	0	0	0	0
USMV	USA Min Volatility MSCI Ishares			0	0	0	0	0	0	0	0
USO	US Oil Fund	Finance	Investment Brokerage - Regional	0	-1.51	0	0	0	0	0	0
USRT	Ishares Trust			0	0	0	0	0	0	0	0
USSD	Wisdomtree Strong Dollar U.S. E			0	0	0	0	0	0	0	0
UST	Ultra 7-10 Year Treasury Proshares			0	0	0	0	0	0	0	0
USV	CMCI Silver TR ETN UBS E-Tracs			0	0	0	0	0	0	0	0
USWD	Wisdomtree Weak Dollar U.S. Equ			0	0	0	0	0	0	0	0
UTES	Reaves Utilities ETF			0	0	0	0	0	0	0	0
UTG	Reaves Utility	Finance	Closed-End Fund - Equity	0	3.02	5.94	0	1.92	0	0	0
UTLF	Ishares Edge MSCI Multifactor U			0	0	0	0	0	0	0	0
UUP	DB US Dollar Index Bullish Powershares			0	0	0	0	0	0	0	0
UUU	Universal Security Instruments	Consumer Non-Durables	Electronic Components	0	-0.61	0	2310811	0	0	0.58	0.55
UUUU	Energy Fuels Inc			0	-1.93	0	66205760	0	0	3.52	1.09
UVXY	Ultra VIX Short-Term Fut ETF Proshares			0	0	0	0	0	0	0	0
UWM	Ultra Russell 2000 Proshares			0	0	0	0	0	0	0	0
UWN	Nevada Gold & Casinos	Consumer Services	Services-Misc. Amusement & Recreation	142.67	0.01	0	17654210	0	0	0.5	1.09
UWT	Velocityshares 3X Long Crude Oil			0	0	0	0	0	0	0	0
UXI	Ultra Industrials Proshares			0	0	0	0	0	0	0	0
UYG	Ultra Financials Proshares			0	0	0	0	0	0	0	0
UYM	Ultra Basic Materials Proshares			0	0	0	0	0	0	0	0
VAMO	Cambria ETF Trust Cambria Value			0	0	0	0	0	0	0	0
VAW	Materials ETF Vanguard			0	0	0	0	0	0	0	0
VB	Smallcap ETF Vanguard			0	-2.64	0	0	0	0	0	0
VBK	Smallcap Growth ETF Vanguard			0	0	0	0	0	0	0	0
VBR	Smallcap Value ETF Vanguard			0	0.31	0	0	0	0	0	0
VCF	Delaware Colorado Muni Income Fund Inc	Consumer Services	Miscellaneous	0	1.342	4.85	0	0.72	0	0	0
VCR	Consumer Discretionary ETF Vanguard			0	0	0	0	0	0	0	0
VDC	Consumer Staples ETF Vanguard			0	0	0	0	0	0	0	0
VDE	Energy ETF Vanguard			0	4.2	0	0	0	0	0	0
VEA	FTSE Developed Markets Vanguard			0	0	0	0	0	0	0	0
VEGA	Advisorshares Star Global Buy-Write ETF			0	0	0	0	0	0	0	0
VEGI	Global Agriculture Prod MSCI Ishares			0	0	0	0	0	0	0	0
VEU	FTSE All-World Ex-US ETF Vanguard			0	0	0	0	0	0	0	0
VFH	Financial ETF Vanguard			0	0	0	0	0	0	0	0
VFL	Delaware Florida Insured Muni	Finance	Closed-End Fund - Debt	0	1.33	5.04	0	0.66	0	0	0
VGK	Europe ETF FTSE Vanguard			0	-4.23	0	0	0	0	0	0
VGT	Information Technology ETF Vanguard			0	0	0	0	0	0	0	0
VGZ	Vista Gold Corp	Basic Industries	Precious Metals	0	-0.039	0	97789730	0	0	0	2.679
VHC	Virnetx Holding Corp	Miscellaneous	Multi-Sector Companies	0	-0.53	0	56686960	0	0	85.78	10.73
VHT	Healthcare ETF Vanguard			0	2.41	0	0	0	0	0	0
VIG	Dividend Appreciation ETF Vanguard			0	0	0	0	0	0	0	0
VII	Vicon Industries Inc	Consumer Durables	Telecommunications Equipment	0	-1.37	0	9346405	0	0	0.114	0.48
VIOG	S&P Smallcap 600 Gr Idx ETF Vanguard			0	0	0	0	0	0	0	0
VIOO	S&P Smallcap 600 Index ETF Vanguard			0	0	0	0	0	0	0	0
VIOV	S&P Smallcap 600 Value Idx ETF Vanguard			0	0	0	0	0	0	0	0
VIS	Industrials ETF Vanguard			0	13.58	0	0	0	0	0	0
VISI	Vision Company As			0	-0.7	0	20917580	0	0	0.13	3.52
VIXH	First Trust CBOE S&P 500 VIX Ta			0	0	0	0	0	0	0	0
VIXM	VIX Mid-Term Futures ETF Proshares			0	0	0	0	0	0	0	0
VIXY	VIX Short-Term Futures ETF Proshares			0	0	0	0	0	0	0	0
VKI	Invesco Advantage Muni Income Trust II	Finance	Closed-End Fund - Debt	0	1.41	5.8	0	0.66	0	0	0
VLU	SPDR S&P 1500 Value Tilt ETF			0	0	0	0	0	0	0	0
VLUE	MSCI USA Value Factor Ishares			0	0	0	0	0	0	0	0
VMAX	Rex Volmaxx Long VIX Weekly Fut			0	0	0	0	0	0	0	0
VMIN	Rex Volmaxx Inverse VIX Weekly			0	0	0	0	0	0	0	0
VMM	Delaware Minnesota Muni II	Finance	Closed-End Fund - Debt	0	0.978	4.1	0	0.57	0	0	0
VNLA	Janus Short Duration Income ETF			0	0	0	0	0	0	0	0
VNM	Vietnam ETF Market Vectors			0	0	0	0	0	0	0	0
VNQ	REIT Index ETF Vanguard			0	11.11	0	0	0	0	0	0
VNRX	Volitionrx Ltd			0	-0.55	0	26092510	0	0	0	8.76
VO	Midcap ETF Vanguard			0	-0.59	0	0	0	0	0	0
VOE	Midcap Value ETF Vanguard			0	0	0	0	0	0	0	0
VOO	S&P 500 ETF Vanguard			0	0	0	0	0	0	0	0
VOOG	S&P 500 Growth Index ETF Vanguard			0	0	0	0	0	0	0	0
VOOV	S&P 500 Value Index ETF Vanguard			0	0	0	0	0	0	0	0
VOT	Midcap Growth ETF Vanguard			0	0	0	0	0	0	0	0
VOX	Telecom Services ETF Vanguard			0	12.1	0	0	0	0	0	0
VPL	Pacific ETF FTSE Vanguard			0	2.53	0	0	0	0	0	0
VPU	Utilities ETF Vanguard			0	14.04	0	0	0	0	0	0
VQT	S&P 500 Dynamic Veqtor ETN Barclays			0	0	0	0	0	0	0	0
VRP	Powershares Variable Rate Prefe			0	0	0	0	0	0	0	0
VSR	Versar Inc	Consumer Services	Military/Government/Technical	0	-1.3	0	9890756	0	0	0.06	0.43
VSS	FTSE All-World Ex-US Smcp Idx ETF Vanguard			0	0	0	0	0	0	0	0
VT	Total World Stock Index ETF Vanguard			0	0	0	0	0	0	0	0
VTEB	Vanguard Tax-Exempt Bond ETF			0	0	0	0	0	0	0	0
VTI	Total Stock Market ETF Vanguard			0	1.5	0	0	0	0	0	0
VTV	Value ETF Vanguard			0	2.15	0	0	0	0	0	0
VUG	Growth ETF Vanguard			0	0.93	0	0	0	0	0	0
VV	Largecap ETF Vanguard			0	2.29	0	0	0	0	0	0
VWO	Emrg Mkts ETF MSCI Vanguard			0	-8.2	0	0	0	0	0	0
VXF	Extended Market Index ETF Vanguard			0	-4.63	0	0	0	0	0	0
VXX	VIX Short-Term Futures ETN Ipath			0	0	0	0	0	0	0	0
VXZ	VIX Mid-Term Futures ETN Ipath			0	0	0	0	0	0	0	0
VYM	High Dividend Yield Indx ETF Vanguard			0	0	0	0	0	0	0	0
WBIA	Wbi Smid Tactical Growth Shares			0	0	0	0	0	0	0	0
WBIB	Wbi Smid Tactical Value Shares			0	0	0	0	0	0	0	0
WBIC	Wbi Smid Tactical Yield Shares			0	0	0	0	0	0	0	0
WBID	Wbi Smid Tactical Select Shares			0	0	0	0	0	0	0	0
WBIE	Wbi Large Cap Tactical Growth S			0	0	0	0	0	0	0	0
WBIF	Wbi Large Cap Tactical Value Sh			0	0	0	0	0	0	0	0
WBIG	Wbi Large Cap Tactical Yield Sh			0	0	0	0	0	0	0	0
WBIH	Wbi Tactical High Income Shares			0	0	0	0	0	0	0	0
WBII	Wbi Tactical Income Shares			0	0	0	0	0	0	0	0
WBIL	Wbi Large Cap Tactical Select S			0	0	0	0	0	0	0	0
WBIR	Wbi Tactical Rotation Shares			0	0	0	0	0	0	0	0
WBIY	Wbi Power Factor High Dividend ETF			0	0	0	0	0	0	0	0
WDIV	SPDR S&P Global Dividend			0	0	0	0	0	0	0	0
WDRW	Direxion Daily Regional Banks B			0	0	0	0	0	0	0	0
WDTI	Managed Futures Wisdomtree			0	0	0	0	0	0	0	0
WEAR	Wear ETF			0	0	0	0	0	0	0	0
WEAT	Teucrium Wheat			0	0	0	0	0	0	0	0
WEET	Grains Pure Beta ETN Ipath			0	0	0	0	0	0	0	0
WFHY	Wisdomtree Fundamental U.S. Hig			0	0	0	0	0	0	0	0
WFIG	Wisdomtree Fundamental U.S. Cor			0	0	0	0	0	0	0	0
WIL	Barclays Plc Barclays Women In			0	0	0	0	0	0	0	0
WIP	SPDR DB Intl Govt Infl-Protected Bond			0	0	0	0	0	0	0	0
WMCR	Microcap ETF Wilshire			0	0	0	0	0	0	0	0
WMW	Mstar Wide Moat Focus ETN Elements			0	0	0	0	0	0	0	0
WPS	S&P Dev Ex-US Property Index Ishares			0	0	0	0	0	0	0	0
WREI	US REIT ETF Wilshire			0	0	0	0	0	0	0	0
WRN	Western Copper Corp	Basic Industries	Precious Metals	0	-0.017	0	94446850	0	0	0	3.726
WSKY	Spirited Funds/Etfmg Whiskey & Spirits ETF			0	0	0	0	0	0	0	0
WTID	UBS Etracs - Proshares Daily 3X Inverse Crude Et			0	0	0	0	0	0	0	0
WTIU	UBS Etracs - Proshares Daily 3X Long Crude ETN			0	0	0	0	0	0	0	0
WTRX	Summit Water Infrastructure Multifactor ETF			0	0	0	0	0	0	0	0
WTT	Wireless Telecom Group Inc	Capital Goods	Electrical Products	0	-0.04	0	18723160	0	0	1.06	0.99
WYDE	Proshares Cds Short North Ameri			0	0	0	0	0	0	0	0
WYY	Widepoint Corp	Technology	EDP Services	0	-0.04	0	82729730	0	-1.9	0.8	2.05
XAR	SPDR S&P Aerospace & Defense			0	0	0	0	0	0	0	0
XBI	SPDR S&P Biotech			0	0	0	0	0	0	0	0
XCEM	Egshares EM Core Ex-China ETF			0	0	0	0	0	0	0	0
XD	Elkhorn S&P Midcap Consumer Discretionary Portfo			0	0	0	0	0	0	0	0
XE	Elkhorn S&P Midcap Energy Portfolio			0	0	0	0	0	0	0	0
XES	SPDR S&P Oil & Gas Equipment & Services			0	-5.34	0	0	0	0	0	0
XF	Elkhorn S&P Midcap Financials Portfolio			0	0	0	0	0	0	0	0
XH	Elkhorn S&P Midcap Health Care Portfolio			0	0	0	0	0	0	0	0
XHB	SPDR S&P Homebuilders			0	0	0	0	0	0	0	0
XHE	SPDR S&P Health Care Equipment			0	0	0	0	0	0	0	0
XHS	SPDR S&P Health Care Services			0	0	0	0	0	0	0	0
XI	Elkhorn S&P Midcap Industrials Portfolio			0	0	0	0	0	0	0	0
XINA	SPDR MSCI China A Shares IMI Et			0	0	0	0	0	0	0	0
XITK	SPDR Factset Innovative Technology			0	0	0	0	0	0	0	0
XIVH	UBS Group Ag			0	0	0	0	0	0	0	0
XK	Elkhorn S&P Midcap Information Technology Portfo			0	0	0	0	0	0	0	0
XLB	S&P 500 Materials Sector SPDR	Finance	Closed-End Fund - Equity	0	-3.58	0	0	0	0	0	0
XLE	S&P 500 Energy Sector SPDR	Finance	Closed-End Fund - Equity	0	-10.32	0	0	0	0	0	0
XLF	S&P 500 Financials Sector SPDR	Finance	Closed-End Fund - Equity	0	-1.72	0	0	0	0	0	0
XLG	Russell Top 50 Guggenheim	Real Estate - Development		0	0	0	0	0	0	0	0
XLI	S&P 500 Industrial Sector SPDR	Finance	Closed-End Fund - Equity	0	-1.55	0	0	0	0	0	0
XLK	S&P 500 Information Technology Sector SPDR	Finance	Closed-End Fund - Equity	0	2.99	0	0	0	0	0	0
XLP	S&P 500 Consumer Staples Sector SPDR	Finance	Closed-End Fund - Equity	0	7.58	0	0	0	0	0	0
XLRE	S&P 500 Real Estate Sector SPDR			0	0	0	0	0	0	0	0
XLU	S&P 500 Utilities Sector SPDR	Finance	Closed-End Fund - Equity	0	6.07	0	0	0	0	0	0
XLV	S&P 500 Health Care Sector SPDR	Finance	Closed-End Fund - Equity	0	6.78	0	0	0	0	0	0
XLY	S&P 500 Consumer Discretionary Sector SPDR	Finance	Closed-End Fund - Equity	0	7.18	0	0	0	0	0	0
XM	Elkhorn S&P Midcap Materials Portfolio			0	0	0	0	0	0	0	0
XME	SPDR S&P Metals & Mining			0	3.09	0	0	0	0	0	0
XMLV	Powershares S&P Midcap Low Vola			0	0	0	0	0	0	0	0
XMPT	CEF Municipal Income ETF Market Vectors			0	0	0	0	0	0	0	0
XOP	SPDR S&P Oil & Gas Exploration & Prod			0	-5.46	0	0	0	0	0	0
XPH	SPDR S&P Pharmaceuticals			0	-0.56	0	0	0	0	0	0
XPL	Solitario Exploration & Royalty Corp	Basic Industries	Precious Metals	0	-0.06	0	38746990	0	0	0	1.81
XPP	Ultra FTSE China 25 Proshares			0	0	0	0	0	0	0	0
XRA	Exeter Resource Corp	Basic Industries	Mining & Quarrying of Nonmetallic Minerals (No Fuels)	0	-0.06	0	88663720	0	0	0	6.79
XRLV	Powershares S& P 500Ex-   Rate Snsvlwvtl ETF			0	0	0	0	0	0	0	0
XRT	SPDR S&P Retail			0	-11.78	0	0	0	0	0	0
XS	Elkhorn S&P Midcap Consumer Staples Portfolio			0	0	0	0	0	0	0	0
XSD	SPDR S&P Semiconductor			0	-1.51	0	0	0	0	0	0
XSHD	Powershares S&P Smallcap High Div Low Vol Port			0	0	0	0	0	0	0	0
XSLV	Powershares S&P Smallcap Low Vo			0	0	0	0	0	0	0	0
XSOE	Wisdomtree Emerging Markets Ex-			0	0	0	0	0	0	0	0
XSW	SPDR S&P Software & Services ETF			0	0	0	0	0	0	0	0
XT	Ishares Exponential Technologie			0	0	0	0	0	0	0	0
XTH	SPDR S&P Technology Hardware Et			0	0	0	0	0	0	0	0
XTL	S&P 500 Telecom Services Sector SPDR			0	0	0	0	0	0	0	0
XTN	SPDR S&P Transportation			0	0	0	0	0	0	0	0
XTNT	Xtant Medical Holdings Inc			0	-0.28	0	12181820	0	-0.02	0.06	0
XU	Elkhorn S&P Midcap Utilities Portfolio			0	0	0	0	0	0	0	0
XUSA	Quantx Dynamic Beta US Equity ETF			0	0	0	0	0	0	0	0
XVZ	S&P 500 Dynamic VIX ETN Ipath			0	0	0	0	0	0	0	0
XWEB	SPDR S&P Internet ETF			0	0	0	0	0	0	0	0
XXII	22Nd Cent			0	-0.16	0	90703300	0	0	6.99	4.64
XXV	S&P 500 VIX Inverse S/T Fut ETN Ipath			0	0	0	0	0	0	0	0
YANG	Direxion Daily FTSE China Bear 3X Shares			0	0	0	0	0	0	0	0
YAO	China All-Cap Guggenheim			0	0	0	0	0	0	0	0
YCL	Ultra Yen Proshares			0	0	0	0	0	0	0	0
YCS	Ultrashort Yen Proshares			0	0	0	0	0	0	0	0
YGRO	Royal Bank of Canada Exchange T			0	0	0	0	0	0	0	0
YINN	Direxion Daily FTSE China Bull 3X Shares			0	0	0	0	0	0	0	0
YLD	Principal Exchange-Traded Funds			0	0	0	0	0	0	0	0
