Symbol	Name	Sector	Industry	PE	EPS	DivYield	Shares	DPS	PEG	PtS	PtB
AXON	Axovant Sciences Ltd. Common Sh			0	-1.75	0	99447510	0	0	0	6.18
AXP	American Express Company	Finance	Finance: Consumer Services	13.89	5.65	1.65	904052000	1.28	2.13	2.35	3.37
AXR	Amrep Corp	Finance	Real Estate	0	-0.95	0	8049624	0	0	1.28	0.66
AXS	Axis Capital Holdings	Finance	Property-Casualty Insurers	13.31	5.08	2.25	86390540	1.52	2.88	1.46	1.13
AXS-C	Axis Capital Holdings Limited P			0	0	0	0	0	0	0	0
AXS-D	Axis Capital Holdings Ltd			0	0	0	0	0	0	0	0
AXS-E	Axis Capital Holdings Ltd			0	0	0	0	0	0	0	0
AXTA	Axalta Coating Systems Ltd			171.94	0.44	0	240506300	0	1.46	1.73	6.23
AYI	Acuity Brands Inc	Consumer Durables	Building Products	30.66	6.92	0.25	43787710	0.52	1.21	2.73	5.37
AYR	Aircastle Ltd	Technology	Diversified Commercial Services	13.8	1.69	4.66	78675840	1.04	2.19	2.32	1
AZN	Astrazeneca Plc	Consumer Durables	Major Pharmaceuticals	21.4	1.38	6.64	2529969000	1.9	1.89	3.22	4.99
AZO	Autozone	Consumer Services	Other Specialty Stores	17.7	41.85	0	28623500	0	1.41	1.99	0
AZRE	Azure Power Global Ltd			0	-19.37	0	1758192	0	0	0.63	0
AZZ	Azz Inc	Consumer Durables	Building Products	23.25	2.51	1.17	25878320	0.68	2.15	1.71	2.91
B	Barnes Group	Capital Goods	Metal Fabrications	21.51	2.26	1.11	53725810	0.52	2.81	2.16	2.14
BA	Boeing Company	Capital Goods	Aerospace	21.84	7.61	3.47	612464700	5.68	1.37	1.06	124.08
BABA	Alibaba Group Holding Ltd			46.93	2.18	0	2484955000	0	50.05	12.25	6.69
BAC	Bank of America Corp	Finance	Major Banks	15.39	1.5	1.32	10516460000	0.3	1.22	3.04	0.96
BAC-A	Bank of America Corporation			0	0	0	0	0	0	0	0
BAC-C	Bank of America Corporation			0	0	0	0	0	0	0	0
BAC-D	Bac Dep Share D			0	0	0	0	0	0	0	0
BAC-E	Bank Amer Corp Dep R			0	0	0	0	0	0	0	0
BAC-I	Bank Amer Corp Pfd			0	0	0	0	0	0	0	0
BAC-L	Bank Amer Pfd Ser L			0	0	0	0	0	0	0	0
BAC-W	Bank of America Corp			0	0	0	0	0	0	0	0
BAC-Y	Bank of America Corporation	Finance	Major Banks	0	0	0	0	0	0	0	0
BAC.A	Bank of America Corporation Bac			0	0	0	0	0	0	0	0
BAC.B	Bank of America Corporation Bac			0	0	0	0	0	0	0	0
BAF	Blackrock Income Inv Quality Trust	Finance	Closed-End Fund - Debt	0	1.59	0	0	0	0	0	0
BAH	Booz Allen Hamilton Holding Corp	Consumer Services	Professional Services	20.54	1.66	1.81	149853400	0.62	2.36	0.91	9
BAK	Braskem S.A.	Basic Industries	Major Chemicals	11.71	1.85	6.95	397884100	1.49	-2.77	0.55	4.97
BAM	Brookfield Asset Management Inc	Consumer Services	Building operators	23.56	2.07	1.56	1153341000	0.52	-1.73	1.62	1.88
BAN-C	Banc of California Inc Deposi			0	0	0	0	0	0	0	0
BAN-D	Bank of California Inc Pref Share Series D			0	0	0	0	0	0	0	0
BAN-E	Banc of California Inc			0	0	0	0	0	0	0	0
BANC	First Pactrust Bancorp			10.26	1.94	3.23	49896980	0.52	0.84	1.76	1.39
BAP	Credicorp Ltd	Finance	Commercial Banks	0	11.51	1.36	79774560	2.32	0.93	0	0
BAS	Basic Energy Services	Energy	Oilfield Services/Equipment	0	-4389.07	0	70901	0	0.2	0.01	0
BAX	Baxter International Inc	Health Care	Medical/Dental Instruments	5.44	9.01	1.06	543877600	0.52	1.61	2.62	3.07
BBD	Banco Bradesco Sa	Finance	Major Banks	11.87	0.88	2.19	5531731000	0.22	0.67	2.21	1.75
BBDO	Banco Bradesco S.A.			11.53	0.88	0.1	5531683000	0.01	0	2.12	1.68
BBF	Blackrock Muni Income Trust	Finance	Closed-End Fund - Debt	0	0.87	0	0	0	0	0	0
BBG	Bill Barrett Corp	Energy	Oil & Gas Production	0	-2.74	0	58862070	0	-1.27	2.15	0.69
BBK	Blackrock Muni Trust	Finance	Closed-End Fund - Debt	0	2.31	0	0	0	0	0	0
BBL	Bhp Billiton Plc	Energy	Coal Mining	0	-2.4	1.78	2661155000	0.6	2.71	2.88	1.66
BBN	Balckrock Build America Trust			0	0	0	0	0	0	0	0
BBT	BB&T Corp	Finance	Major Banks	16.83	2.77	2.59	809564700	1.2	2.86	3.68	1.4
BBT-D	BB&T Corp			0	0	0	0	0	0	0	0
BBT-E	BB&T Corp			0	0	0	0	0	0	0	0
BBT-F	BB&T Corp			0	0	0	0	0	0	0	0
BBT-G	BB&T Corporation Ser G			0	0	0	0	0	0	0	0
BBT-H	BB&T Corp.			0	0	0	0	0	0	0	0
BBU	Brookfield Business Partners LP			0	-0.35	1.04	92125380	0.25	4.6	0.29	1.94
BBVA	Banco Bilbao Viscaya Argentaria S.A.	Finance	Commercial Banks	11.92	0.54	5.28	7532813000	0.34	0.94	2.19	0.96
BBW	Build-A-Bear Workshop	Consumer Services	Recreational Products/Toys	9.06	1.31	0	15533610	0	0.5	0.49	1.83
BBY	Best Buy Co	Consumer Services	Consumer Electronics/Video Chains	13.34	3.35	2.55	313786900	1.12	1.09	0.35	3.29
BC	Brunswick Corp	Energy	Industrial Machinery/Components	20.08	3	1.1	90395480	0.66	1	1.21	3.84
BCC	Boise Cascade L.L.C. Common ST			27.93	0.94	0	38857140	0	2.64	0.26	1.76
BCE	BCE Inc	Public Utilities	Telecommunications Equipment	17.5	2.56	4.77	870620000	2.05	5.49	2.32	3.73
BCEI	Bonanza Creek Energy Inc			0	-14.39	0	49673820	0	-0.12	0.5	1.22
BCH	Banco De Chile	Finance	Commercial Banks	13.46	5.4	4.01	162723500	2.9	4.36	5.29	2.62
BCO	Brink's Company	Transportation	Oil Refining/Marketing	76.46	0.36	0.8	49952340	0.4	2.02	0.84	6.75
BCR	C.R. Bard	Health Care	Medical/Dental Instruments	34.18	7.03	0.43	73536140	1.04	1.82	4.75	10.24
BCRH	Blue Capital Reinsurance Holdi			11.66	1.63	6.32	8755263	1.2	3.63	3.9	0.91
BCS	Barclays Plc	Finance	Commercial Banks	0	-0.22	3.29	5961437000	0.38	2.81	2.62	0.86
BCS-A	Barclays Ads			0	0	0	0	0	0	0	0
BCS-D	Barclays Bank Plc			0	0	0	0	0	0	0	0
BCX	Blackrock Resources Common Shar			0	0	0	0	0	0	0	0
BDC	Belden Inc	Basic Industries	Telecommunications Equipment	28.06	2.65	0.27	42092520	0.2	5.01	1.35	2.18
BDC-B	Belden Inc			0	0	0	0	0	0	0	0
BDJ	Blackrock Enhanced Dividend Achievers	Finance	Closed-End Fund - Debt	0	0.36	0	0	0	0	0	0
BDN	Brandywine Realty Trust	Consumer Services	Real Estate Investment Trusts	87.39	0.19	3.95	174071800	0.64	-122.88	5.52	1.51
BDN-E	Brandywine Realty Trust			0	0	0	0	0	0	0	0
BDX	Becton Dickinson and Company	Health Care	Medical/Dental Instruments	29.63	6.01	1.64	212829300	2.92	1.86	3.05	4.99
BEL	Belmond Ltd			48.45	0.29	0	101418400	0	1.96	2.56	2.05
BEN	Franklin Resources	Finance	Investment Managers	13.78	2.97	2.01	565313200	0.8	-2.83	3.56	1.91
BEP	Brookfield Renewable	Finance	Closed-End Fund - Equity	0	-0.04	6.18	296245700	1.78	11.02	3.84	2.52
BERY	Berry Plastics Group Inc			21.73	2.26	0	128900700	0	1.16	0.99	24.64
BETR	Amplify Snack Brands Inc			34.54	0.29	0	73376840	0	1.01	3.19	11.46
BF.A	Brown Forman Inc A	Consumer Non-Durables	Beverages (Production/Distribution)	0	0	0	0	0	0	0	0
BF.B	Brown Forman Inc B	Consumer Non-Durables	Beverages (Production/Distribution)	0	0	0	0	0	0	0	0
BFAM	Bright Horizons Family Solutions Inc			44.13	1.65	0	58918130	0	1.44	2.68	6.12
BFK	Blackrock Muni Income Trust	Finance	Closed-End Fund - Debt	0	1.16	0	0	0	0	0	0
BFO	Blackrock Florida Muni 2020 Trust	Finance	Closed-End Fund - Debt	0	0.5	0	0	0	0	0	0
BFR	Bbva Banco Frances S.A.	Finance	Commercial Banks	13.14	1.51	2.57	178878200	0.5	0.46	3.61	3.45
BFS	Saul Centers	Consumer Services	Real Estate Investment Trusts	42.7	1.52	3.21	21417570	2.04	0	6.4	10.09
BFS-C	Saul Centers Inc			0	0	0	0	0	0	0	0
BFZ	Blackrock California Muni Trust	Finance	Closed-End Fund - Debt	0	1.36	0	0	0	0	0	0
BG	Bunge Ltd	Consumer Non-Durables	Packaged Foods	15.26	4.49	2.45	139460300	1.68	1.71	0.23	1.5
BGB	Blackstone / Gso Strategic Cre			0	0	0	0	0	0	0	0
BGC	General Cable Corp	Basic Industries	Telecommunications Equipment	0	-0.75	4.09	49389880	0.72	2.11	0.23	5.71
BGCA	Bgc Partners Inc			71.07	0.56	0	279892400	0	0	2.86	8.64
BGE-B	Bge Capital Trust II			0	0	0	0	0	0	0	0
BGG	Briggs & Stratton Corp	Energy	Industrial Machinery/Components	28.47	0.76	2.61	42805920	0.56	-0.37	0.5	1.94
BGH	Babson Capital Global Short Du	Basic Materials	Oil & Gas Pipelines	0	1.88	0	0	0	0	0	0
BGR	Blackrock Energy and Resources Trust	Finance	Closed-End Fund - Equity	0	-2.47	0	0	0	0	0	0
BGS	B&G Foods Holdings	Consumer Non-Durables	Packaged Foods	26.4	1.75	4.09	66305520	1.86	1.17	2.29	3.75
BGT	Blackrock Global			0	0.93	0	0	0	0	0	0
BGX	Blackstone Gso Long Short Credit Fund			0	0	0	0	0	0	0	0
BGY	Blackrock International	Energy		0	-0.85	0	0	0	0	0	0
BH	Biglari Holdings Inc	Consumer Services	Restaurants	0	-5.35	0	2066009	0	3.92	1.02	1.9
BHE	Benchmark Electronics	Technology	Electrical Products	24.81	1.69	0	49062500	0	1.68	0.7	1.18
BHI	Baker Hughes Inc	Energy	Metal Fabrications	0	-6.31	1.11	425347500	0.68	3.92	2.64	2.05
BHK	Blackrock Core Trust	Finance	Closed-End Fund - Foreign	0	8.5	0	0	0	0	0	0
BHL	Blackrock Defined Opportunity Trust			0	0	0	0	0	0	0	0
BHLB	Berkshire Hills Bancorp			18.8	1.88	2.41	32248940	0.84	1.51	4.05	1.04
BHP	Bhp Billiton Ltd	Basic Industries	Precious Metals	0	-2.4	1.53	2661262000	0.6	4.33	3.33	1.92
BID	Sotheby's Holdings	Miscellaneous	Business Services	0	-0.05	0	52926830	0	1.76	2.63	4.42
BIF	Boulder Growth & Income Fund Inc.	Finance	Closed-End Fund - Debt	0	-0.28	0	0	0	0	0	0
BIG	Big Lots	Consumer Services	Department/Specialty Retail Stores	15.85	3.35	1.64	44599170	0.84	1	0.45	4.29
BIO	Bio-Rad Laboratories	Capital Goods	Biotechnology: Laboratory Analytical Instruments	57.25	3.32	0	29530760	0	-17.57	2.73	2.09
BIO.B	Bio Rad Labs Cl B	Capital Goods	Biotechnology: Laboratory Analytical Instruments	0	0	0	0	0	0	0	0
BIO.W	Bio-Rad Laboratories Inc			0	0	0	0	0	0	0	0
BIOA	Bioamber Inc			0	-0.72	0	28836680	0	0	11.7	1.94
BIP	Brookfield Infrastructure Partners LP	Public Utilities	Electric Utilities: Central	31.97	1.13	4.88	248752100	1.74	0.59	4.29	1.97
BIT	Blackrock Multi-Sector Income T			0	0	0	0	0	0	0	0
BITA	Bitauto Holdings Ltd	Technology	EDP Services	0	-1.12	0	68880080	0	49.42	1.83	0.73
BJZ	Blackrock California Muni 2018 Trust	Finance	Closed-End Fund - Debt	0	0.33	0	0	0	0	0	0
BK	Bank of New York Mellon Corp	Finance	Major Banks	14.46	3.15	1.67	1047410000	0.76	1.18	3.13	1.35
BK-C	The Bank of New York Mellon Co			0	0	0	0	0	0	0	0
BKD	Brookdale Senior Living Inc	Health Care	Hospital/Nursing Management	0	-1.67	0	186138600	0	0.69	0.67	1.22
BKE	Buckle Inc	Consumer Services	Clothing/Shoe/Accessory Stores	8.94	2.41	4.72	48259860	1	51.7	0.99	2.3
BKFS	Black Knight Financial Services			57.46	0.67	0	65974020	0	1.98	2.48	2.9
BKH	Black Hills Corp	Public Utilities	Electric Utilities: Central	44.93	1.37	2.93	53127540	1.78	2.28	2.05	2.01
BKHU	Black Hills Corporation			49.47	1.37	0	53113010	0	0	2.27	2.23
BKK	Blackrock Muni 2020 Trust	Finance	Closed-End Fund - Debt	0	0.4	0	0	0	0	0	0
BKN	Blackrock Investment Quality Municipal	Finance	Closed-End Fund - Debt	0	1.47	0	0	0	0	0	0
BKS	Barnes & Noble	Consumer Services	Other Specialty Stores	60.28	0.18	5.8	72604610	0.6	2.21	0.19	1.45
BKT	Blackrock Income Trust Inc	Finance	Closed-End Fund - Debt	0	0.22	0	0	0	0	0	0
BKU	BankUnited Inc	Finance	Savings Institutions	18.52	2.09	2.17	104177400	0.84	1.07	4.36	1.67
BLD	Topbuild Corp			13.19	2.92	0	37941790	0	0	0.83	1.5
BLH	Blackrock New York Muni 2018 Trust	Finance	Closed-End Fund - Debt	0	0.31	0	0	0	0	0	0
BLK	Blackrock	Finance	Investment Bankers/Brokers/Service	20.11	19.04	2.64	163127800	10	1.55	5.54	2.15
BLL	Ball Corp	Consumer Durables	Containers/Packaging	53.47	1.39	0.7	174761200	0.52	1.96	1.42	3.7
BLW	Blackrock Limited Duration Income Trust	Finance	Major Banks	0	1.1	0	0	0	0	0	0
BLX	Banco Latinoamericano De Comercio	Finance	Commercial Banks	11.27	2.47	5.68	39152300	1.54	2.71	7.44	1.06
BMA	Banco Macro S.A.	Finance	Commercial Banks	11.46	7.38	1.82	58510640	1.5	0.42	3.91	3.73
BME	Blackrock Health Sciences Trust	Finance	Closed-End Fund - Equity	0	-2.51	0	0	0	0	0	0
BMI	Badger Meter	Capital Goods	Industrial Machinery/Components	32.84	1.11	1.31	28806580	0.46	1.91	2.65	4.07
BML-G	Bank America Dep G			0	0	0	0	0	0	0	0
BML-H	Bank America Dep H			0	0	0	0	0	0	0	0
BML-I	Bank America Dep I			0	0	0	0	0	0	0	0
BML-J	Bank America Dep J			0	0	0	0	0	0	0	0
BML-L	Bank America Dep L			0	0	0	0	0	0	0	0
BMO	Bank of Montreal	Finance	Commercial Banks	14.47	5.31	3.64	647935200	2.64	4.43	3.17	1.66
BMS	Bemis Company	Consumer Durables	Containers/Packaging	19.59	2.48	2.38	92630700	1.16	2.09	1.12	3.58
BMY	Bristol-Myers Squibb Company	Consumer Durables	Major Pharmaceuticals	19.49	2.65	3	1671249000	1.56	1.28	4.43	5.51
BNED	Barnes & Noble Education Inc C			0	-0.11	0	46275930	0	1.4	0.26	0.66
BNJ	Blackrock New Jersey Muni Income Trust	Finance	Closed-End Fund - Debt	0	1.75	0	0	0	0	0	0
BNS	Bank of Nova Scotia	Finance	Major Banks	13.93	4.41	3.9	1208116000	2.19	3.39	4.01	1.82
BNY	Blackrock New York Muni Trust Inc	Finance	Closed-End Fund - Debt	0	1.77	0	0	0	0	0	0
BOE	Blackrock Global	Finance	Closed-End Fund - Equity	0	-1.04	0	0	0	0	0	0
BOH	Bank of Hawaii Corp	Finance	Major Banks	19.81	4.23	2.38	42611600	2	2.31	5.86	3.08
BOOT	Boot Barn Holdings Inc			23.85	0.47	0	26544160	0	2.25	0.47	1.65
BORN	China New Borun Corp	Consumer Non-Durables	Beverages (Production/Distribution)	2.2	0.57	0	25722220	0	0	0.09	0.12
BOX	Box Inc	Basic Materials	Synthetics	0	-1.31	0	128190900	0	73.24	6.25	26.26
BOXC	Brookfield Office Properties C			30.709	0.784	4.9	93395600	0.98	0	5.575	0.921
BP	BP Plc	Energy	Integrated oil Companies	959.17	0.04	6.97	3161599000	2.4	0.15	0.59	1.14
BPI	Bridgepoint Education	Consumer Services	Other Consumer Services	0	-0.5	0	46335600	0	4.89	0.88	1.63
BPK	Blackrock Muni 2018 Trust	Finance	Closed-End Fund - Debt	0	0.33	0	0	0	0	0	0
BPL	Buckeye Partners LP	Energy	Natural Gas Distribution	17.89	4.3	6.78	0	4.9	2.01	0	0
BPT	BP Prudhoe Bay Royalty Trust	Energy	Integrated oil Companies	14.67	2.06	13.93	21399010	3.98	0	13.84	795.95
BPY	Brookfield Property Partners L			9.15	2.52	5.16	261925400	1.18	0	0.94	0.79
BQH	Blackrock New York Muni Trust	Finance	Closed-End Fund - Debt	0	1.97	0	0	0	0	0	0
BR	Broadridge Financial Solutions Llc	Miscellaneous	Business Services	27.57	2.53	1.96	118241200	1.32	1.7	2.3	8.06
BRC	Brady Corp	Consumer Durables	Miscellaneous manufacturing industries	22.97	1.65	2.34	50923480	0.82	2.74	1.68	3.05
BRFS	Brf-Brasil Foods S.A.	Consumer Non-Durables	Meat/Poultry/Fish	23.25	0.6	2.34	798991400	0.32	-382.92	0.99	2.73
BRK.A	Berkshire Hath Hld A	Finance	Property-Casualty Insurers	0	0	0	0	0	0	0	0
BRK.B	Berkshire Hath Hld B	Finance	Property-Casualty Insurers	0	0	0	0	0	0	0	0
BRO	Brown & Brown	Finance	Specialty Insurers	23.62	1.82	1.28	140065100	0.54	2.79	3.35	2.5
BRS	Bristow Group Inc	Transportation	Transportation Services	0	-3.41	1.59	35095210	0.28	0.23	0.43	0.44
BRSS	Global Brass and Copper Holdin			26.02	1.3	0.44	21615070	0.15	1.49	0.55	8.86
BRT	BRT Realty Trust	Consumer Services	Real Estate Investment Trusts	3.85	2.23	0	13897560	0	0	1.27	0.79
BRX	Brixmor Property Group Inc Cmn			30.81	0.79	4.27	304508200	1.04	2.31	5.79	2.57
BSAC	Banco Santander-Chile Ads			13.78	1.6	4.94	471201800	1.08	2.42	4.87	2.27
BSBR	Banco Santander Brasil Sa	Finance	Commercial Banks	23.56	0.47	0.55	3755396000	0.06	1.31	3.01	2.11
BSD	Blackrock Strategic Muni Trust Inc	Finance	Closed-End Fund - Debt	0	1.119	0	0	0	0	0	0
BSE	Blackrock New York Muni Income Trust	Finance	Closed-End Fund - Debt	0	1.71	0	0	0	0	0	0
BSL	Blackstone Gso Senior Floating Rate			0	0	0	0	0	0	0	0
BSM	Black Stone Minerals LP			0	-0.15	6.41	190985900	1.15	2.55	13.68	4.77
BSMX	Grupo Financiero Santander Mxi			13.01	0.56	8.72	1355102000	0.64	-12	4.15	1.87
BST	Blackrock Science and Technolo			0	0	0	0	0	0	0	0
BSX	Boston Scientific Corp	Health Care	Medical/Dental Instruments	100.8	0.25	0	1362302000	0	1.61	4.12	5.13
BT	Bt Group Plc	Public Utilities	Telecommunications Equipment	13.01	1.49	4.87	1988613000	0.94	0	1.32	4.34
BTA	Blackrock Long-Term Muni Advantage Trust			0	1.11	0	0	0	0	0	0
BTE	Baytex Energy Corp	Energy	Oil & Gas Production	0	-1.95	0	211539800	0	-0.49	1.7	0.48
BTO	John Hancock Bank and Thrift Fund	Finance	Closed-End Fund - Equity	0	2.75	0	0	0	0	0	0
BTT	Blackrock Municipal Target Term			0	0	0	0	0	0	0	0
BTZ	Blackrock Preferred			0	1.2	0	0	0	0	0	0
BUD	Anheuser-Busch Inbev Sa	Consumer Non-Durables	Beverages (Production/Distribution)	56.5	1.87	3.2	1607764000	3.41	4.75	4.07	5.05
BUI	Blackrock Utility and Infrastr			0	0	0	0	0	0	0	0
BURL	Burlington Stores Inc			33.26	2.6	0	69968830	0	1.32	1.11	0
BVN	Compania Mina Buenaventura S.A.	Basic Industries	Precious Metals	0	-0.55	0.44	255649700	0.06	0.42	3.39	1.09
BW	Babcock & Wilcox Enterprises I	Capital Goods	Industrial Specialties	0	-0.96	0	48685140	0	3.35	0.47	1.26
BWA	Borgwarner Inc	Capital Goods	Auto Parts:O.E.M.	75.69	2.46	1.3	212587100	0.53	1.6	0.95	2.68
BWG	Legg Mason Bw Global Income Op			0	0	0	0	0	0	0	0
BWP	Boardwalk Pipeline Partners LP	Public Utilities	Natural Gas Distribution	15.73	1.18	2.14	250403000	0.4	2.57	3.58	1.07
BWXT	Bwx Technologies Inc Common S			30.15	1.39	0.86	99118420	0.36	2.58	2.75	35.15
BX	The Blackstone Group LP	Finance	Investment Managers	19.46	1.56	6.23	630972000	1.88	0.42	3.83	3.06
BXC	Bluelinx Holdings Inc	Capital Goods	Wholesale Distributors	0	-0.04	0	9030960	0	0	0.03	0
BXE	Bellatrix Exploration Ltd			0	-1.55	0	246268800	0	-0.14	1.183	0.3
BXMT	Blackstone Mortgage Trust Inc Cl A			11.77	2.66	7.94	93839770	2.48	2.76	9.08	1.17
BXMX	Nuveen Equity Premium			0	0.44	7.03	0	0.91	0	0	0
BXP	Boston Properties	Consumer Services	Real Estate Investment Trusts	41.23	3.25	2.28	153806000	3	7.43	7.93	3.63
BXP-B	Boston Properties Inc			0	0	0	0	0	0	0	0
BXS	Bancorpsouth Inc	Finance	Major Banks	21.43	1.41	1.71	93708620	0.5	3.69	3.85	1.63
BYD	Boyd Gaming Corp	Consumer Services	Hotels/Resorts	6.02	3.46	0	112655800	0	0.69	1.08	2.54
BYM	Blackrock Muni Income Quality Trust	Finance	Closed-End Fund - Debt	0	1.85	0	0	0	0	0	0
BZH	Beazer Homes USA	Capital Goods	Homebuilding	192.06	0.14	0	31892040	0	3.4	0.23	0.66
C	Citigroup Inc	Finance	Major Banks	12.21	4.72	1.12	2772341000	0.64	1.56	2.51	0.77
C-C	Citigroup Inc			0	0	0	0	0	0	0	0
C-J	Citigroup Inc			0	0	0	0	0	0	0	0
C-K	Citigroup Inc			0	0	0	0	0	0	0	0
C-L	Citigroup Inc			0	0	0	0	0	0	0	0
C-N	Citigroup Capital XiII	Finance	Finance: Consumer Services	0	0	0	0	0	0	0	0
C-P	Citigroup Pfd Ser Aa			0	0	0	0	0	0	0	0
C-S	Citigroup Inc			0	0	0	0	0	0	0	0
C.A	Citigroup Inc Wrnt 'A'			0	0	0	0	0	0	0	0
CAA	Calatlantic Group Inc			9.45	2.89	0.47	115260200	0.16	0.61	0.6	0.93
CAB	Cabela's Inc	Consumer Services	Other Specialty Stores	20.24	2.44	0	68476500	0	1.51	0.82	1.76
CABO	Cable One Inc Common Stock Wh			36.83	17.35	0.95	5712855	6	12.27	4.43	8.26
CACI	Caci International	Technology	EDP Services	20.11	6.29	0	24357450	0	2.98	0.74	1.83
CAE	Cae Inc	Energy	Industrial Machinery/Components	21.71	0.66	1.71	268667100	0.24	2.79	1.89	2.62
CAF	Morgan Stanley China A Share Fund Inc			0	0	0	0	0	0	0	0
CAG	Conagra Brands Inc	Consumer Non-Durables	Packaged Foods	28.1	1.42	2.01	435241000	0.8	1.83	1.54	3.89
CAH	Cardinal Health	Health Care	Other Pharmaceuticals	18.64	4.15	2.31	315503900	1.8	1.55	0.19	4.32
CAI	Cai International	Consumer Services	Technical Services	0	-0.37	0	18991150	0	2.16	1	0.61
CAJ	Canon Inc	Miscellaneous	Industrial Machinery/Components	23.45	1.22	4.56	1092010000	1.32	8.31	1.04	1.27
CAL	Caleres Inc	Consumer Services	Major Airlines	16.36	1.93	0.9	42802790	0.28	1.03	0.52	2.07
CALX	Calix Inc	Consumer Services	Telecommunications Equipment	0	-0.53	0	48789190	0	-17.5	0.79	1.56
CAPL	Crossamerica Partners LP			93.15	0.29	9.38	33513140	2.45	53.28	0.51	3.74
CAT	Caterpillar Inc	Capital Goods	Construction/Ag Equipment/Trucks	0	-0.12	3.32	585816600	3.08	1.25	1.43	4.19
CATO	Cato Corp	Consumer Services	Clothing/Shoe/Accessory Stores	10.41	2.59	5.12	26276910	1.32	1.6	0.69	1.66
CB	Chubb Limited	Finance	Property-Casualty Insurers	14.97	8.87	2.11	465953600	2.76	2.64	1.95	1.27
CBA	Clearbridge American Energy ML	Consumer Services	Trucks & Other Vehicles	0	0	0	0	0	0	0	0
CBB	Cincinnati Bell Inc	Public Utilities	Telecommunications Equipment	7.41	2.96	0	42025060	0	9.27	0.77	0
CBB-B	Cincinnati Bell Pr B			0	0	0	0	0	0	0	0
CBD	Companhia Brasileira De Distribuicao	Consumer Services	Food Chains	0	-0.52	0.71	265448700	0.13	-24.28	0.22	1.52
CBG	CBRE Group Inc	Finance	Real Estate	20.12	1.45	0	336764700	0	1.27	0.81	3.53
CBI	Chicago Bridge & Iron Company N.V.	Basic Industries	Engineering & Construction	12.28	2.74	0.84	100059400	0.28	-1.87	0.29	1.52
CBK	Christopher & Banks Corp	Consumer Services	Clothing/Shoe/Accessory Stores	0	-1.28	0	37404760	0	-0.06	0.12	0.54
CBL	Cbl & Associates Properties	Consumer Services	Real Estate Investment Trusts	14.4	0.75	9.99	170370400	1.06	3.28	1.73	1.47
CBL-D	Cbl Pfd D			0	0	0	0	0	0	0	0
CBL-E	Cbl & Associates Properties I			0	0	0	0	0	0	0	0
CBM	Cambrex Corp	Consumer Durables	Major Pharmaceuticals	21.18	2.48	0	32380950	0	1.14	3.39	4.1
CBPX	Continental Building Products			22.95	1.02	0	39991900	0	0.59	2.06	3.1
CBR	Ciber Inc	Technology	EDP Services	0	-2.103	0	81649080	0	-0.03	0.0472	0.1977
CBS	CBS Corp	Consumer Services	Broadcasting	18.08	3.56	1.12	429658400	0.72	0.85	1.92	5.26
CBS.A	CBS Corp			0	0	0	0	0	0	0	0
CBT	Cabot Corp	Basic Industries	Major Chemicals	17.39	3.31	2.09	62206780	1.2	1.17	1.48	3.02
CBU	Community Bank System	Finance	Major Banks	25.34	2.32	2.18	44387750	1.28	2.4	6.19	2.18
CBZ	Cbiz Inc	Miscellaneous	Business Services	18.23	0.72	0	52737120	0	1.17	0.87	1.44
CC	Chemours Company	Consumer Services	Electronics Stores	34.06	0.83	0.43	181656600	0.12	15.07	0.92	13.3
CCC	Calgon Carbon Corp	Basic Industries	Major Chemicals	30.52	0.54	1.25	50634040	0.2	4.33	1.63	1.91
CCE	Coca Cola European Partners	Consumer Non-Durables	Beverages (Production/Distribution)	25.55	1.37	3.42	481016300	1.07	1.67	1.26	2.42
CCI	Crown Castle International Corp	Consumer Services	Telecommunications Equipment	92.17	0.95	4.33	352101400	3.8	-2.4	7.88	4.09
CCJ	Cameco Corp	Basic Industries	Precious Metals	0	0.14	2.8	396226400	0.3	6.18	2.31	1.07
CCK	Crown Cork & Seal Company	Consumer Durables	Containers/Packaging	14.91	3.56	0	138847000	0	1.63	0.89	20.13
CCL	Carnival Corp	Consumer Services	Marine Transportation	15.12	3.72	2.49	726044400	1.4	1.15	2.49	1.81
CCM	Concord Medical Services	Health Care	Medical/Nursing Services	0	-0.63	0	14574790	0	-0.31	0.84	1
CCO	Clear Channel Outdoor Holdings	Consumer Services	Advertising	0	-0.01	0	361224500	0	7.78	0.62	0
CCP	Care Capital Properties Inc C			17.84	1.41	9.13	83929990	2.28	0	6.11	1.82
CCS	Century Communities Inc	Consumer Services	Television Services	10.21	2.23	0	20684210	0	0.25	0.51	1.04
CCU	Compania Cervecerias Unidas S.A.	Consumer Non-Durables	Beverages (Production/Distribution)	27.24	0.86	1.7	184819900	0.39	1.85	1.79	2.58
CCV	Comcast Corp			7.21	3.57	0	2375680000	0	0	0.76	1.13
CCZ	Comcast Corp	Consumer Services	Television Services	43.52	1.17	0	947254900	0	0	5.09	2.24
